id,identidad autopercibida,texto,predicciones_chatgpt
254,Media,POR EL NIVEL EDUCACIÓNAL Y DE INGRESOS,"educación, ingresos"
790,Media,"porque nadie me regalo nada, tengo mi trabajo, mi auto","trabajo, auto"
316,Media,"PORQUE DENTRO DE TODO TENGO P COMER, TENGO AUTO, NO ME FALTAN COSAS, PERON NO ME PUEDO DAR GRANDES LUJOS, PUEDO MANTENERME PERO NO PUEDO DERROCHAR","trabajo, comida, vivienda"
493,Obrera,"si no se trabaja, nada lo respalda",trabajo
86,Media,"porque tengo mi casa, alquilo, tengo un trabajo estable, me puedo mantener","vivienda, trabajo"
204,Media,PORQUE TIENE TRABAJO SEGURO,trabajo seguro
547,Obrera,"PORQUE TENGO CASA, TENEMOS TRABAJO QUE ALCANZA PARA VIVIR Y ALGO MAS PERO CLASE MEDIA TIENE MAS","trabajo, vivienda, clase media"
543,Media,PORQUE CONSIDERO QUE LA CLASE MEDIA ES LA TRABAJADORA Y LE ALCANZA PARA VIVIR CON LO QUE TRABAJA,"trabajo, clase media"
871,Media,porque trabajo,trabajo
412,Media,"porque satisface sus necesidades básicas, hace viajes, pero no soy alta, ni media alta","necesidades básicas, viajes, clase baja"
785,Baja,PORQUE ME CONSIDERO HUMILDE,familia
116,Media,por mi posición económica más que nada,ingresos
710,Obrera,si no trabaja todos los días no se come,"trabajo, comida"
104,Media,mi condición actual,No se mencionan conceptos relacionados a la pertenencia de clase en esta respuesta.
834,Baja,por los ingresos.pocos ingresos,ingresos
770,Media,XQ VIVE CON LO JUSTO XQ LE CUESTA TODO,ingresos
607,Obrera,porque todo lo que conseguí fue por mi propio trabajo.no recibí ayuda ni herencias,"trabajo, ayuda, herencias"
203,Media,PORQUE SE CONSIDERA UN HABITANTE MEDIO DE LA REPUBLICA,cultura
906,Obrera,"porque tengo que trabajar para sobrevivir, no vivo de renta ni de la ayuda del estado","trabajo, renta, ayuda del estado"
976,Obrera,PORQUE TRABAJE TODA LA VIDA Y LO QUE TENGO LO CONSEGUI TRABAJANDO,trabajo
821,Media,por la cantidad de dinero que sumamos mi pareja y yo,ingresos
559,Media,POR LA SITUACION ECONÓMICA EN LA QUE ESTAMOS,"situación económica, ingresos"
309,Obrera,"porque si no trabaja no come, la subsistencia es a diario","trabajo, comida, subsistencia"
354,Media,PUEDO MANTENERME PERO NO CON LUJOS,ingresos
890,Obrera,"porque hay pobres, pobres y otros muy ricos, y yo soy clase obrera porque siempre tuve que trabajar","clase obrera, trabajo"
112,Media,porque tengo que trabajar para vivir.no tengo una posición acomodada heredada todo me cuesta mucho,trabajo
534,Media,"por capacidad económica, poder adquisitivo alto",ingresos
495,Obrera,"no baja la cabeza, no se da por vencido ni aún vencido",trabajo
631,Obrera,porque trabajé toda mi vida,trabajo
170,Media,"POR LA EDUCACIÓN, TODOS TENEMOS UN TRABAJO","educación, trabajo"
378,Baja,por la situación laboral y no poder acceder a préstamos para poder comprar su casa,"situación laboral, préstamos, vivienda"
812,Media,"porque tampoco tan mal estoy para decir clase baja, ni tan bien para decir otra.estoy en el medio",clase media
744,Obrera,PORQUE GRACIAS A MI TRABAJO PUEDO VIVIR,"trabajo, vivir"
340,Obrera,POR LO QUE GANO,ingresos
753,Obrera,PORQUE SI NO TRABAJA NO TIENE NADA Y QUIERE DORMIR TRANQUILA,"trabajo, seguridad"
533,Media,la educación y la forma de vivir,"educación, forma de vivir"
279,Media,PORQUE TENGO QUE TRABAJAR PARA VIVIR,"trabajo, vivir"
50,Media,"PORQUE NO ME SOBRA NADA, CON LO QUE VIVO ME ALCANZA PARA VIVIR BIEN",ingresos
540,Obrera,porque de hambre no me muero pero tampoco llego a fin de mes,ingresos
844,Obrera,porque siempre trabajó,trabajo
616,Obrera,porque toda su vida trabajó,trabajo
825,Media,porque con lo que gana solventa los gastos que tiene98,ingresos
820,Media,"PORQUE NO TENGO NADA, NO SOY NI RICO NI POBRE","ingresos, vivienda, clase de clase"
831,Obrera,porque somos los que ganamos el dinero trabajando.vivimos del trabajo solamente,trabajo
425,Obrera,porque mis dos viejos fueron laburantes,trabajo
980,Obrera,PORQUE SOY UNA TRABAJADORA,trabajo
682,Obrera,SOMOS TRABAJADORES,trabajo
810,Media,PORQUE TODAVIA SE PUEDE MANTENER,ingresos
292,Media,PORQUE TODAVIA TENGO ALGUNOS RECURSOS PARA ESTAR EN ESA CLASE,recursos
914,Obrera,porque es obrero,trabajo
433,Obrera,porque me gano la plata trabajando,trabajo
839,Obrera,"PORQUE VIVO DE MI LABURO, NUNCA ME DIERON U SUBSIDIO, EL OBRERO TIENE DESIGUALDAD","trabajo, subsidio, desigualdad"
491,Media,por el modo de vida,modo de vida
556,Media alta,NO POR LO QUE ESTA CONSTRUIDO SOCIALMENTE DE PERTENECER. TENGO LOS PROVILEGIOS QUE ME SUPE CONSEGUIR,privilegios
649,Obrera,porque tiene que trabajar para vivir como todo pobre,"trabajo, vivienda, ingresos"
298,Media,VIVO CON LO JUSTO,vivienda
143,Media,"POQUE NO TENGO LOS APREMIOS QUE TIENE LA CLASE BAJA PERO TAMPOCO TENGO LA SOLTURA PARA PODER VIVIR SOLO SIN TRABAJAR O SIN TOMAR DECISIONES EN LAS QUE EL DINERO ES UNA PREOCIPACION O VIAJAR, COMRARSE UN AUTO","trabajo, decisión, dinero, viajar, auto"
302,Obrera,"porque no tuve las posibilidades que tuvo otra gente, no te dan la posibilidad de desarrollarte","posibilidades, desarrollo"
490,Obrera,"se levanta todos los días a trabajar, a ganar el sustento para su familia","trabajo, familia, sustento"
727,Obrera,PORQUE ME TENGO QUE GANAR LA PLATA SIEMPRE TRABAJANDO,trabajo
476,Obrera,"porque labura, no queda otra y alcanza para el mes, no más","trabajo, ingresos"
706,Obrera,tiene capacidad para trabajar,capacidad para trabajar
217,Obrera,porque trabaja y mucho para obtenener lo que quier,trabajo
657,Media,por tener todo lo que se necesita para pertenecer a esa clase social,"vivienda, ingresos, cultura, educación"
335,Baja,PORQUE PUEDO VIVIR GRACIAS A MUCHO ESFUERZO,esfuerzo
747,Obrera,"POR EL TEMA DE QUE EL TRABAJA, LE GUSTA TENER SUS COSAS","trabajo, posesiones"
274,Media alta,porque tengo más privilegios que la mayoría y menos que los más privilegiados,privilegios
927,Obrera,no me alcanza para darme gustos,ingresos
748,Obrera,"TRABAJANDO, NO SE CONSIDERA INDIGENTE",trabajo
243,Media,lo que la gente llama clase media me siento identificada,clase media
1005,Baja,porque no tiene acceso a nada,acceso
604,Media,POR EDUCACIÓN Y PODER ADQUISITOIVO,"educación, poder adquisitivo"
73,Media,"por mi trabajo, lo que tengo y donde vivo","trabajo, vivienda"
1105,Media alta,"POR EL ESFUERZO Y TIPO DE TRABAJO LA VIDA QUE HIZO, PARA PROGRESAR, TENER UN BUEN NIVEL DE VIDA","trabajo, progreso, nivel de vida"
716,Media,porque no está arriba del todo pero tampoco está abajo del todo,"ingresos, clase, familia"
81,Obrera,porque no tiene estudios y tiene que hacer lo que que le enseñaron y aprendió bien,educación
462,Media,"porque se siente pobre, vive distinto de los que tienen plata","pobreza, ingresos, clase"
787,Media alta,porque tengo buen ingreso en mi trabajo,"ingresos, trabajo"
626,Obrera,HAY QUE TRABAJAR NO QUEDA OTRA,trabajo
1106,Media,a base de trabajo no les falta nada,trabajo
199,Media,"porque si bien la remo, vivo cómodamente, llego a fin de mes",ingresos
782,Media,"PORQUE LLEGUE A LA CLASE ESTUDIANDO, TRABAJANDO","estudio, trabajo"
388,Obrera,PORQUE LABURO A FULL PARA CUBRIR Y A PENAS ALCANZA,trabajo
690,Media,porque soy una trabajadora,trabajo
275,Media,"porque no somos ricos, pero tampoco nunca me falta nada",ingresos
31,Media alta,"POR LA PARTE ECONÓMICA A VECES EN ALA MEDIA ALTA, EN NUESTRO PAÍS NO HAY NINGUNA PERSONA QUE PROVENGA DE LAS CLASES ALTAS, NO EXISTIERON NOBLEZAS O REYES O FAMILIAS MUY ADINERADAS, SE FUE HACIENDO","económica, clase alta, noblezas, reyes, familias adineradas"
132,Media,porque diría que mi situación económica es buena,situación económica
951,Baja,PORQUE NOS FALTAN ALGUNAS COSAS Y LO QUE TENEMOS ES CON MUCHO ESFUERZO,"ingresos, esfuerzo"
139,Media,por el nivel económico y educacional,"ingresos, educación"
59,Media,"porque no estoy viviendo mal, o sea puedo tener mi casa pero tampoco tengo super lujo.vivo bien normal","vivienda, ingresos, calidad de vida"
719,Obrera,porque se ganó la vida trabajando,trabajo
248,Media,"PORQUE TENGO BIENESTAR ECONÓMICO PERO LO TENEMOS TRABAJANDO TODO Y ES JUSTO PARA VIVIR, EDUCARSE, COMER","trabajo, bienestar económico, vivir, educarse, comer"
191,Media,"PORQUE LA CLASE BAJA SON LOS POBRES, LO QUE NO TIENEN DONDE VIVIR","vivienda, pobreza"
1134,Obrera,PORQUE TRABAJABAN PARA TENER UN MINIMO DE VIDA DIGNA,"trabajo, calidad de vida, dignidad"
709,Obrera,porque labura y siempre está igual,trabajo
63,Obrera,PORQUE TENGO QUE LABURAR PARA SEGUIR VIVIENDO Y TENGO LO INDISPENSABLE VIV. NO LA CLASE MEDIA DE MIS VIEJOS,"trabajo, vivienda, clase media"
526,Obrera,para tener todo lo que quiere tener tiene que trabajar,trabajo
180,Obrera,PORQUE TRABAJO,trabajo
492,Obrera,trabajó toda su vida,trabajo
700,Obrera,porque viven al día,vivienda
694,Obrera,porque siempre trabajó y cree que es una trabajadora,trabajo
385,Media,"tiene educación, trabajo, casa, buen pasar","educación, trabajo, vivienda, ingresos"
165,Media,"PORQUE ES LA MAS ESTABLE, QUE LO QUE HAGO DE MUCHO TIEMPO PERMANECER CON UNA POSICIÓN DE TRABAJO ESTABLE",trabajo
687,Media,"ni pobre ni rico, una persona que está en el medio",clase media
454,Obrera,tiene que trabajar el día a día,trabajo
410,Media,LE ALCANZA LO QUE GANA Y VIVE BIEN,"ingresos, calidad de vida"
36,Media,por el nivel de ingresos propio y de la familia,"ingresos, familia"
973,Baja,"tengo lo normal, pero me gustaría tener más","vivienda, ingresos"
639,Media,por el trabajo y por el ingreso,"trabajo, ingreso"
349,Media,por lo que tengo y conseguí.me maté trabajando,trabajo
881,Baja,"porque no tengo mucho laburo, pero tengo para comer","trabajo, comida"
749,Obrera,SU VIDE ES PURO TRABAJO,trabajo
802,Media,"porque no estoy ni en la indigencia, yo puedo pagar mis cuentas, lo básico, pero tampoco no sabía","ingresos, vivienda"
70,Media,odia la clase media.primero porque estoy criada en una casa de clase media…el tema del sacrificio y el laburo.es difícil saber de eso y por el poder adquisitivo también soy de clase media,"clase media, sacrificio, laburo, poder adquisitivo"
1111,Obrera,porque trabajé y trabajé siempre98,trabajo
452,Media,no está ni mal ni bien,ninguna respuesta se refiere a conceptos de pertenencia de clase específicos.
713,Media,PORQUE POBRE NO ES,pobre
317,Media,"PORQUE NO ESTOY EN LA INDIGENCIA, NI TAMPOCO EN LA COMODIDAD DE NO TRABAJAR","indigencia, trabajo"
995,Obrera,"LO QUE GANE CON SACRIFICIO, TRABAJANDO SIEMPRE",trabajo
27,Media,porque vivo tranquila pero tampoco tengo tantos lujos,"vivienda, tranquilidad, lujos"
933,Baja,PORQUE MI SUELDO ES MUY JUSTO,ingresos
542,Media,"PORQUE PUDE ACCEDER A UN ESTUDIO, TENGO TRABAJO ESTABLE. ME PUEDO DAR ALGUNOS GUSTOS, NO LUJOS","educación, trabajo, consumo"
173,Media,"tiene educación, casa, auto, tiene los requisitos necesarios","educación, vivienda, auto"
758,Media,PORQUE ME DOY ALGUN GUSTO EN LA VIDA Y EN LA EDUCACIÓN DE MI HIJA,educación
181,Media,"PORQUE TENGO PROPIEDAD, AUTO, MOTOS, TRABAJO Y UN INGRESO NORMAL, NO MAS QUE SO NO VENGO A SER MEDIO ALTO","propiedad, auto, motos, trabajo, ingreso normal"
56,Media,"por la vida que tengo y todo.ni la paso mal ni me sobra, por eos clase media98","vida, clase media"
745,Baja,PORQUE NO TENGO DINERO,ingresos
69,Media,por su nivel de ingresos y modo de vida,"ingresos, modo de vida"
679,Obrera,PORQUE VIENE DE UNA FAMILIA DE TRABAJADORES Y SU ESPOSO ES UN TRABAJADOR,"familia, trabajo"
17,Media alta,porque no soy descendiente de burócratas pero tengo buen pasar por ahora.por nivel de ingresos,"descendiente, burócratas, ingresos"
835,Baja,por el sueldo,sueldo
1030,Obrera,"sale de ahí, del trabajo diario98",trabajo diario
189,Media,"porque estoy en el medio. No soy ni rica ni pobre, vivo bien, tengo casa, le di educación a mis hijos, los ayudé a comprar su casa, pero estamos ahí","vivienda, educación, ingresos"
135,Media,"porque me alcanza, pero no me sobra",ingresos
866,Media,PORQUE MINIMAMENTE PUEDE SUBSISTIR Y LAS NECESIDADES BASICAS LAS TIENE CUBIERTAS,"subsistir, necesidades básicas"
307,Media,por la educación y el nivel de ingresos,"educación, ingresos"
210,Media,porque considero que tengo cosas pero me cuesta llegar a fin de mes.pero me comparo con otra gente y veo que estoy mejor,ingresos
459,Obrera,toda su familia siempre ha trabajado y mucho sin poder salir de la pobreza,"trabajo, familia, pobreza"
608,Obrera,porque trabajo,trabajo
887,Obrera,porque no se identifica con ninguna de las otras,ninguna
990,Baja,yo cobro la asignación y no me dan créditos tengo pocos ingresos,ingresos
778,Media,"porque tengo casa propia, educación y modales","vivienda, educación, cultura"
1110,Obrera,"son humildes, vienen de abajo","humildes, origen social"
249,Media alta,POR EL NIVEL DE INGRESOS,ingresos
174,Media,"no es pobre, viste a su hijo y se da los gustos, viaja…","ingresos, consumo, familia, viajes"
308,Media,"por los estudios, por el ingreso","estudios, ingreso"
767,Media,"TIENE POSIBILIDADES DE EDUCACIÓN, DE UNA ALIMENTACION, TRABAJO","educación, alimentación, trabajo"
201,Media,"PORQUE LAS CLASES SOCIALES ESTÁN DEFINIDAS POR NIVEL DE INGRESO, CONTACTO Y OPORTUNIDADES Y RELACIONES","ingresos, contactos, oportunidades, relaciones"
103,Media,"porque vivo día a día.un día que no trabajo, un día que se me complica",trabajo
124,Media,"por ingresos, por familia","ingresos, familia"
541,Media,"PORQUE SOY DUEÑO DE MI CASA, TENGO UN AUTO, FUI A UN COLEGIO PRIVADO Y MIS HIJOS TAMBIEN","vivienda, educación"
168,Obrera,PORQUE TRABAJO,trabajo
720,Obrera,porque le gusta trabajar,trabajo
48,Media,"DEL TODO POBRE NO SOY, SOY TRABAJADORA, NO TENGO DINERO PERO TAMPOCO SOY POBRE, HAY PERONAS MAS NECESITADAS","trabajadora, pobreza"
23,Obrera,"porque tengo que trabajar, sino laburás no progresas. Sino tenés que ser un garca","trabajo, progreso"
447,Media,"porque trata siempre de superarse, de estar mejor, de darle buena educación a los nietos","superarse, educación"
1009,Baja,"PORQUE NO TIENE CASA PROPIA, NO TIENEN TRABAJO EN BLANCO","vivienda, trabajo"
220,Media,"desde lo cultural, la educación es el primer factor preponderante, casa propia el siguiente, el trabajo conseguido a través de la educación","educación, vivienda, trabajo"
167,Media,PORQUE NO ESTOY DE UN LADO NI DEL OTRO ESTOY EN EL MEDIO,clase media
562,Media,"porque tengo mi vehículo, como todos los días, me voy de vacacines, pero no tengo una casa propia","trabajo, vivienda, ingresos"
855,Obrera,"PORQUE TRABAJAMOS SIEMPRE, NADIE NOS DA NADA",trabajo
678,Obrera,PORQUE SIEMPRE TRABAJO DURAMENTE,trabajo
808,Obrera,PORQUE EL UNICO CAPITAL QUE TUVE ES SU FUERZA DE TRABAJO Y LA VENDE,trabajo
1025,Media,trabajó mucho para tener lo que tiene (ella y su esposo),trabajo
739,Obrera,porque no roba,No hay conceptos mencionados en esta respuesta.
972,Obrera,somos trabajadores lo que tenemos lo hicimos trabajando,trabajo
108,Media,"trabajo, me voy a una vez al año de vacaciones, no tengo autos, hijas y nietas van a escuela pública","trabajo, vacaciones, autos, escuela pública"
95,Media,"PORQUE SOY UN TRABAJADOR CON NIVEL EDUCATIVO IMPORTANTE Y A NIVEL MATERIAL SUPERIOR A LOS DE LAS CLASES POPULARES PERO INFERIOR A LOS DE LAS CLASES ALTAS (A, B, C)","trabajo, educación, clase alta, clase popular"
379,Media,trabajan los dos y están bien,trabajo
129,Media,porque tengo que trabajar para vivir,trabajo
282,Media,porque tengo ingresos correspondientes a ese sector de la pirámide,ingresos
915,Obrera,"todo lo hizo a pulmón, siguió la educación que le impartió su madre",educación
320,Media,"PORQUE TENGO LAS NECESIDADES BASICAS SATISFECHAS, TENGO UN INGRESO QUE ME PERMITE VIVIR, UNA POSICION NORMAL, SE SATISFACEN NECESIDADES","ingresos, vivir, necesidades"
486,Media,"los hijos tienen educación.tiene su casa, hay gente que no tiene para sustentarse, con su trabajo y su renta vive bien","educación, vivienda, trabajo, ingresos"
77,Media,"porque vivo de mi trabajo, estudié en una universidad pública, no recibo rentas ni nada","trabajo, educación, rentas"
364,Media,"COMO TRABAJAMOS, VIVIMOS DE NUESTRO SUELDO, LA CLASE ALTA VIVE DE RENTAS, TENES ACCESO A CIERTOS BIENES, SALIDAS AL CINE AL TEATRO","trabajo, sueldo, clase alta, rentas, acceso a bienes, salidas al cine, salidas al teatro"
917,Obrera,porque laburo mucho,trabajo
998,Obrera,la clase media podía vivir sin trabajar.yo antes era clase media.ahora tengo que trabajar día a día para vivir.la clase media ya desapareció,"trabajo, clase media"
970,Obrera,TODO LO QUE TIENE LA HIZO EN BASE AL TRABAJO,trabajo
974,Media,porque se preocupan más por los demás,"cultura, familia"
829,Media,PORQUE TIENE LO BASICO Y NECESARIO PARA PODER DESARROLLAR SU VIDA,"vivienda, necesidades básicas"
1024,Obrera,por como vive,vivienda
883,Obrera,"porque no puedo pertenecer a otra clase.me falta mucho estudio, otra cosa porque mi aspiración más alta no puede llegar","educación, clase social"
234,Obrera,PORQUE NECESITO LABURAR PARA VIVIR,"trabajo, vivir"
114,Media,"porque no soy indigente, pero tampoco tengo una clase muy alta, un ingreso muy alto",ingresos
323,Obrera,PORQUE VENGO DE FAMILIA TRABAJADORA,"familia, trabajo"
841,Media,porque gracias al trabajo de su marido viven bien,"trabajo, vivienda"
450,Media,porque tengo que trabajar todos los días para comer y tener lo que tengo,"trabajo, comida"
53,Media alta,"ingresos, educación","ingresos, educación"
677,Obrera,SIEMPRE FUE UN TRABAJADOR Y GANA LO JUSTO PARA VIVIR,"trabajo, ingresos, vivir"
882,Obrera,porque vivo trabajando,trabajo
878,Media,PORQUE TUVO LA OPORTUNIDAD DE UN ESTUDIO Y GRACIAS A ESO TUVO LA POSIBILIDAD DE LOS TRABAJOS QUE TUVO Y TIENE,"estudio, trabajos"
582,Media,por cuestiones económicas,económicas
332,Obrera,PORQUE MELA PASO TRABAJANDO,trabajo
414,Obrera,porque alquilando los pesos no alcanzan para nada.ya cien pesos son como si fueran diez,"ingresos, vivienda"
549,Baja,PORQUE TENEMSO SUELDO Y COMEMOS TODOS LOS DIAS PERO NO SATISFACEMOS OTAS COSAS QUE SE NECESITAN,"sueldo, comida"
941,Media alta,PORQUE NO TIENE OTROS REQUERIMIENTOS DE LOS QUE TIENE. ESTA CONFORME COMO ESTA,"ingresos, vivienda, trabajo"
233,Obrera,"NO SOY DE CLASE MEMDIA, MI SUELDO APENAS LLEGA A LA CANASTA BASICA","ingresos, clase media, canasta básica"
880,Media,PORQUE UN JUBILADO NO GANA LO SUFICIENTE QUE TIENE QUE GANRA PARA VIVIR MEJOR,"jubilado, ingresos, vivir mejor"
532,Media,tienen lo justo para pasar el día a día pero no tienen un excedente demasiado grande como una clase media alta,"ingresos, clase media alta"
289,Media,porque se que hay gente mucho más pobre que yo y mucho más rica,ingresos
563,Media,por la posición económica,ingresos
389,Media,"PORQUE DE A POCO SE VA LLEGANDO, PUEDO VIVIR","ingresos, calidad de vida"
366,Obrera,"porque trabajamos para vivir, no nos falta pero tampoco nos sobra, es esfuerzo","trabajo, vivir, esfuerzo"
942,Media,POR SER LABURANTE Y NUNCA TENER MAS DE LO QUE LE DA EL SUELDO,"trabajo, sueldo"
160,Media,PORQUE NO TENEMOS LO SUFICIENTE PLATA PARA SER CLASE ALTA PERO TAMPOCO SOMOS INDIGENTES,ingresos
954,Obrera,PORQUE TRABAJAMOS TODA LA VIDA,trabajo
530,Obrera,porque trabaja mucho para poder salir adelante,trabajo
148,Media,"PORQUE MIS ACTITUDES SON DE LA CLASE MEDIA, NO TENGO PROPIEDADES, NO HAGO VIAJES","clase media, propiedades, viajes"
79,Media,por el poder adquisitivo y el acceso a algunas cosas como la educación,"ingresos, educación"
338,Media,TIENE LO NECESARIO PARA VIVIR,vivienda
1042,Media,me considero trabajador.tengo mi guita.,trabajo
355,Obrera,PORQUE TENGO QUE TRABAJAR MUCHO PARA PODER CUBRIR MIS NECESIDADES BASICAS,"trabajo, necesidades básicas"
371,Obrera,PARA VIVIR NECESITA TRABAJAR,"trabajo, vivir"
561,Media,"porque tengo auto, mis cosas, hay gente que no tiene nada",auto
899,Obrera,porque siempre trabajé y me sacrifiqué por conseguir un mango,"trabajo, ingresos"
9,Obrera,"porque vivo de mi trabajo diario, no tengo ahorros","trabajo, ahorros"
613,Obrera,"soy un tipo laburante, un trabajador",trabajo
724,Media,tiene todo lo que necesita,necesidades
538,Obrera,porque si no trabajo no vive mi familia,"trabajo, familia"
701,Obrera,porque mis viejos trabajaban en fábricas siempre en negro,"trabajo, familia, ingresos"
688,Obrera,porque no tengo propiedades y tengo para comer,"vivienda, comida"
179,Media,"PORQUE NO SOY OBRERO, POR DESCARTE",Obrero
934,Obrera,PORQUE SIEMPRE ESTOY TRABAJANDO,trabajo
830,Media,PORQUE NO CREE QUE EXISTA CLASE MEDIA ALTA O MEDIA BAJA,"clase media alta, clase media baja"
628,Obrera,PORQUE TRABAJO TODA SU VIDA LABURANTE TOTAL,trabajo
799,Media,"por su estatus, por su forma de vida","estatus, forma de vida"
422,Baja,por mi trabajo y la plata que no me alcanza,"trabajo, ingresos"
889,Obrera,"porque siempre estoy igual, llegas justo a fin de mes, vivo al día y no tengo lujos",ingresos
155,Media,"PORQUE TENGO POSIBILIDAD QUE LOS CHICOS ESTUDIEN, VIVO BIEN Y ALGÚN GUSTO","educación, bienestar económico"
430,Obrera,"porque estoy trabajando, no soy bancada…estuve y ahora estoy buscando esperando uno…","trabajo, búsqueda de empleo"
859,Media,"por ideología, por lo que veo en la calle",ideología
211,Media,PORQUE PARA SER MEDIA ALTA HAY QUE TENER OTROS INGRESOS PERO LA PLATA NO HACE A LA GENTE,ingresos
814,Media,"porque no tengo acceso a lo que llegan los políticos gente que está en una muy buena posición económica, clase alta","ingresos, clase alta"
759,Obrera,PORQUE LO QUE TENGO LO GANE TRABAJANDO,trabajo
536,Media,porque es justamente la media.la palabra lo dice,ninguna
1043,Baja,no tenemos nada.todo lo conseguimos trabajando,trabajo
746,Obrera,PORQUE TIENE SU CASA Y NUNCA DEJO DE TRABAJAR,"trabajo, vivienda"
101,Media,"no por razones económicas, si por razones sociales","ingresos, cultura"
836,Obrera,"NOSOTROS TRABAJAMS, NUESTROS PADRES TAMBIEN TRABAJAN, SIEMPRE CON ESFUERZO","trabajo, esfuerzo"
306,Obrera,tiene que trabajar para vivir98,trabajo
128,Media,"por mi estandar de vida, por mis consumos y mis gastos","ingresos, consumo, gastos"
314,Obrera,"PORQUE ME LA PASO LABURANDO, NECESITAO TRABAJAR DURANTE GRAN PARTE DEL AÑO PARA DISFRUTAR DE LAS COSAS, PARA TENER UN MEJOR CONFORT","trabajo, confort"
579,Media,por la cuestión económica,ingresos
860,Media,porque vivimos con lo justo,vivienda
413,Media alta,porque tengo una casa grande 2 autos,"vivienda, autos"
593,Obrera,"porque dependo de mi trabajo, no me queda otra para poder seguir manteniendo mi casa y alimentando a mis hijos","trabajo, vivienda, familia"
1140,Media,"porque trabajo y no le pido nada a nadie, puedo pagar mis impuestos, educar a mis hijos","trabajo, impuestos, educación, hijos"
384,Obrera,porque trabaja mucho para mantener su hogar,"trabajo, vivienda"
111,Media,"porque tengo acceso a una buena educación, una buena salud, y me puedo mantener sola, tengo los servicios básicos cubiertos","educación, salud, servicios básicos"
780,Media,"clase media porque siempre sostuvo todo, porque siempre lo cagaron y le sacaron plata.porque vengo de ahí y vengo de tipos que han trabajado y estudiado","clase media, trabajo, estudio"
460,Obrera,porque no es rica,ingresos
485,Obrera,"porque tengo todo mi vida, lo poco que logré fue siempre con sacrificio, no dependiendo de nadie",sacrificio
265,Media,por ingresos,ingresos
725,Obrera,porque trabaja día tras día todos los días del año,trabajo
699,Obrera,por el sacrificio de toda la vida,sacrificio
580,Media,porque soy trabajadora y tengo mi casa,"trabajo, vivienda"
449,Media,"porque soy comerciante, trabajamos los cuatro en mi casa98","trabajo, familia, vivienda"
1124,Media,PORQUE TENGO QUE SACRIFICARME PARA TENER UN BUEN PASAR,"sacrificio, nivel de vida"
888,Obrera,porque nosotros trabajamos para pagar las cosas,trabajo
264,Media,en salud y educación se considera clase alta,"salud, educación, clase alta"
1044,Obrera,me considero un trabajador humilde,trabajo
565,Obrera,"porque no tengo nada importante, lo único que sé es trabajar",trabajo
1112,Media,porque es dueña de su casa y la compró con trabajo,"trabajo, vivienda"
237,Obrera,hay que trabajar para vivir,"trabajo, vida"
768,Media,PORQUE NO TIENE LUJOS Y NO TIENE FALTAS GRANDES,ingresos
195,Baja,"PORQUE YA HOY NO ALCANZA EL SUELDO PARA VIVIR, NO LLEGAS A FIN DE MES. POR LO TANTO DECIR CLASE MEDIA ES ABSURDO","ingresos, vivienda, calidad de vida, clase media"
874,Media,porque todo lo que tuve lo consiguió con trabajo y esfuerzo,"trabajo, esfuerzo"
1129,Obrera,se considera un trabajador obrero,"trabajador, obrero"
971,Media,porque tengo trabajo pero no tengo mi casa y tengo para comer,"trabajo, vivienda, comida"
252,Media alta,"POR LOS INGRESOS, POR EL NIVEL EDUCATIVO QUE TIENE Y POR EL ACCESO AL SISTEMA DE SALUD PRIVADO QUE TIENE (OSDE) QUE ESA ES UNA GRAN DIFERENCIA RESPECTO A LO QUE NO ESTUDIAN, ESO ES LO QUE ELLA LE DIO A SUS HIJOS","ingresos, nivel educativo, acceso al sistema de salud privado"
1011,Media,porque tengo un poquito más que los pobres,ingresos
164,Baja,"PORQUE SI, SOY HUMILDE YO. VIVO COMO PUEDO CON MI TRABAJO Y TRATE DE DARLE LO MEJOR A MIS HIJOS QUE ES LO MAS IMPORTANTE","trabajo, familia"
975,Media,"porque tengo para comprar ropa, comida y lo que yo quiero","ingresos, consumo, comida"
177,Media,PORQUE SOY UNA PERSONA TRABAJADORA Y LUCHADORA,trabajo
811,Media,"porque soy de trabajo, de progreso y decente","trabajo, progreso"
159,Baja,PORQUE NO TENEMOS UNA CLASE ALTA NOSOTROS,clase baja
443,Obrera,trabaja para poder vivir98,"trabajo, vivienda"
621,Media,porque todo lo que tengo me costó.nadie me regaló nada.como toda la gente que trabaja,trabajo
729,Obrera,PORQUE ME GANO EL PAN TRABAJANDO,trabajo
75,Obrera,"porque no me alcanza para vivir, me financio, vivo adeudada","ingresos, vivienda"
466,Obrera,tienen que trabajar y tienen menos privilegios que otros,"trabajo, privilegios"
558,Baja,PORQUE NO TENGO UN PESO,ingresos
480,Obrera,no llega a fin de mes,ingresos
577,Baja,pido lo justo y necesario,"justo, necesario"
793,Obrera,"PORQUE ES LA CLASE TRABAJADORA, LA QUE TRABAJA",trabajo
1120,Obrera,siempre fue un obrero que depende de otra persona para traer el pan a su casa,"trabajo, ingresos, vivienda"
660,Obrera,"porque toda su vida trabajó, nunca nadie le dio nadaº",trabajo
359,Media,PORQUE NO TENGO LOS INGRESOS QUE POR AHÍ TIENEN OTRA CLASE DE PERSONAS MAS QUE NADA POR INGRESOS,ingresos
913,Obrera,está ahí,vivienda
